alpha,Cl,Cd,Cm
-14.999999999999998,-0.8163219067960557,0.15751606578413008,0.0901401392554307
-14.500000000000002,-0.7983482633588165,0.15362937430482526,0.0901401392554307
-14.0,-0.777216841359124,0.14974268282552045,0.0901401392554307
-13.5,-0.7533588859219723,0.14585599134621566,0.0901401392554307
-13.0,-0.7272056421723554,0.14196929986691084,0.0901401392554307
-12.5,-0.6991883552352673,0.13808260838760603,0.0901401392554307
-12.000000000000002,-0.6697382702357022,0.13419591690830124,0.0901401392554307
-11.5,-0.639286632298654,0.13030922542899642,0.0901401392554307
-11.0,-0.6082646865491167,0.1264225339496916,0.0901401392554307
-10.5,-0.5771036781120844,0.12253584247038679,0.0901401392554307
-10.0,-0.5462348521125513,0.11864915099108199,0.0901401392554307
-9.5,-0.5160894536755112,0.11476245951177719,0.0901401392554307
-9.0,-0.4870987279259583,0.11087576803247237,0.0901401392554307
-8.5,-0.45969391998888653,0.10698907655316756,0.0901401392554307
-8.0,-0.4343062749892899,0.10310238507386275,0.0901401392554307
-7.499999999999999,-0.4113670380521626,0.09921569359455794,0.0901401392554307
-7.0,-0.39130745430249864,0.09532900211525314,0.0901401392554307
-6.5,-0.37455876886529194,0.09144231063594832,0.0901401392554307
-6.000000000000001,-0.3615522268655366,0.08755561915664353,0.0901401392554307
-5.5,-0.3527190734282267,0.08366892767733872,0.0901401392554307
-5.0,-0.3484905536783562,0.0797822361980339,0.0901401392554307
-4.5,-0.3363103253503615,0.0759966790705553,0.0870092662603577
-4.0,-0.3033345494286829,0.0724133906467291,0.0786849739544894
-3.5,-0.2549105895067778,0.0689149968058109,0.0667697523568515
-3.0000000000000004,-0.19638580917810416,0.06538412342705631,0.05286609148646992
-2.5,-0.1331075720361196,0.0617033963897211,0.0385764813623703
-2.0,-0.0704232416742819,0.0577554415730607,0.0255034120035786
-1.5000000000000002,0.0003468957290769744,0.0531604798030625,0.012382743097285605
-1.0,0.0853369159166389,0.0480844972012635,-0.0019441069590179
-0.5,0.1753809981764662,0.0432287675902434,-0.0157163100808566
0.0,0.2613133217966217,0.0392945647925822,-0.027173038183755
0.5,0.3421577447146814,0.0361804650476932,-0.0366809325513925
1.0,0.4223483431214091,0.0333980408668077,-0.0453795857138254
1.5000000000000002,0.5008346236846491,0.031068060480232,-0.052667596456143
2.0,0.5765660930722456,0.0293112921182726,-0.0579435635634348
2.5,0.6513145206726397,0.0278960646580066,-0.0619397576165296
3.0000000000000004,0.7267519365951787,0.0265373549427699,-0.0657235439854987
3.5,0.8016782385890648,0.0252759031522561,-0.0691961636392947
4.0,0.8748933244035018,0.024152449466159,-0.0722588575468703
4.5,0.9451970917876918,0.0232077340641721,-0.0748128666771782
5.0,1.0113894384908382,0.0224824971259893,-0.0767594319991709
5.5,1.0722702622621434,0.0220174788313043,-0.0779997944818013
6.000000000000001,1.1266394608508106,0.0218534193598107,-0.078435195094022
6.5,1.1766274443971825,0.0220316778685712,-0.0780802107726507
7.0,1.2248261333010515,0.0225513553384899,-0.0771443430163083
7.499999999999999,1.2707276907007945,0.023389804685022195,-0.0758212196366518
8.0,1.3138242797347892,0.0245243788236236,-0.0743044684453383
8.5,1.3536080635414114,0.0259324306697497,-0.0727877172540248
9.0,1.3895712052590392,0.0275913131388559,-0.0714645938743683
9.5,1.4212058680260498,0.0294783791463978,-0.0705287261180259
10.0,1.448004214980819,0.0315709816078309,-0.0701737417966547
10.5,1.473105156331314,0.0348380804160094,-0.4419315468993942
11.0,1.4968530441791952,0.0401262748187468,-0.4490559132537585
11.5,1.5145482045033831,0.0472293767639368,-0.4543644613510149
12.000000000000002,1.5214909632827969,0.05594119819947344,-0.4564472889848391
12.5,1.4737154483014328,0.071174680202652,-0.4421146344904298
13.0,1.3637237027539288,0.0941246843319102,-0.4091171108261786
13.5,1.2415179257351672,0.1190079032568546,-0.3724553777205502
14.0,1.1571003163400304,0.1400410296470918,-0.3471300949020091
14.500000000000002,1.1087571060504853,0.15655282837766335,-0.3326271318151456
14.999999999999998,1.065915007064027,0.17173363824102067,-0.3197745021192081
15.5,1.035286939548826,0.1855925127828862,-0.3105860818646478
16.0,1.0235858236730544,0.1981385055489818,-0.3070757471019163
16.5,1.027467172666207,0.2092172238849682,-0.3082401517998621
17.0,1.0325560198653743,0.2191452579493054,-0.3097668059596123
17.5,1.0370040133512883,0.2286381355069146,-0.3111012040053865
18.0,1.0408293778641204,0.2384113843227168,-0.3122488133592361
18.5,1.0440503381440427,0.2486050830858552,-0.3132151014432128
19.0,1.0466851189312267,0.2588549945995975,-0.314005535679368
19.5,1.0487519449658442,0.269120172800051,-0.3146255834897533
20.0,1.0502690409880668,0.279359671623323,-0.31508071229642
20.5,1.307579088886757,0.2896096180420362,-0.3153763895214201
21.0,1.29728430499671,0.2998762055970267,-0.3155180825868046
21.5,1.28676723811944,0.3100735880767218,-0.3155112589146252
22.0,1.276029690300214,0.3201159192695488,-0.3153613859269335
22.5,1.265073501362573,0.3299931015740035,-0.315073931045781
23.0,1.253900548593091,0.339750737250688,-0.3146543616932193
23.5,1.242512746419705,0.3493865298811888,-0.3141081452912998
24.000000000000004,1.230912046083692,0.35889818304709253,-0.3134407492620738
24.5,1.219100435305336,0.3682834003299856,-0.3126576410275932
25.0,1.207079937943336,0.3776443832165076,-0.3117642880099094
25.5,1.194852613648034,0.38707517619195964,-0.3107661576310739
26.0,1.182420557508502,0.3965635437543338,-0.3096687173131382
26.5,1.169785899693558,0.4060972504016221,-0.3084774344781537
27.0,1.156950805086777,0.41566406063181677,-0.3071977765481722
27.5,1.143917472915542,0.42525173894291013,-0.3058352109452451
28.0,1.130688136374227,0.4348480498328942,-0.3043952050914239
28.500000000000004,1.117265062241542,0.4444407577997611,-0.30288322640876
29.000000000000004,1.103650550492139,0.45401762734150297,-0.301304742319305
29.500000000000004,1.089846933902517,0.46356642295611195,-0.2996652202451106
29.999999999999996,1.075856577651318,0.47307490914158024,-0.2979701276082281
30.5,1.061681878914064,0.48253085039590027,-0.2962249318307091
31.0,1.047325266452411,0.4919220112170637,-0.2944351003346051
31.5,1.032789200197996,0.501236156103063,-0.2926061005419677
32.0,1.018076170830941,0.5104610495518901,-0.2907433998748483
32.5,1.003188699353085,0.5195844560615375,-0.2888524657552984
33.0,0.9881293366560235,0.5285941401299971,-0.2869387656053697
33.5,0.9729006630840302,0.5374778662552608,-0.2850077668471137
34.0,0.9575052879919238,0.5462233989353215,-0.2830649369025816
34.5,0.9419458492979706,0.5548185026681707,-0.2811157431938253
35.0,0.9262250130318905,0.5632509419518007,-0.2791656531428961
35.5,0.9103454728780469,0.5715084812842037,-0.2772201341718457
36.0,0.8943099497138969,0.5795788851633721,-0.2752846537027255
36.5,0.8781211911437836,0.5874499180872975,-0.2733646791575868
37.0,0.8617819710281481,0.5951093445539726,-0.2714656779584816
37.5,0.8452950890082427,0.6025449290613892,-0.2695931175274611
38.0,0.8286633700264268,0.6097444361075396,-0.2677524652865769
38.5,0.8118896638421271,0.6166956301904161,-0.2659491886578805
39.0,0.794976844543548,0.6233862758080103,-0.2641887550634235
39.5,0.7779278100552079,0.6298041374583152,-0.2624766319252573
40.0,0.7607454816413988,0.635936979639322,-0.2608182866654335
40.5,0.7434328034056382,0.6417725668490237,-0.2592191867060036
41.0,0.7259927417862169,0.6472986635854121,-0.257684799469019
41.5,0.7084282850479114,0.6525030343464792,-0.2562205923765314
42.0,0.6907424427699616,0.6573734436302174,-0.2548320328505923
42.5,0.6729382453303948,0.6618976559346188,-0.2535245883132531
43.0,0.6550187433867867,0.6660634357576753,-0.2523037261865655
43.5,0.6369870073535445,0.6698585475973793,-0.2511749138925809
44.0,0.6188461268758105,0.6732707559517233,-0.2501436188533507
44.5,0.600599210300065,0.6762878253186985,-0.2492153084909266
45.0,0.5822493841415277,0.6788975201962979,-0.2483954502273602
45.5,0.5637997925484456,0.6810876050825135,-0.2476895114847027
46.0,0.5452535967633599,0.6828458444753371,-0.247102959685006
46.5,0.5266139745814418,0.6841600028727615,-0.2466412622503213
47.0,0.5078841198059955,0.685017844772778,-0.2463098866027003
47.5,0.4890672417012144,0.6854071346733793,-0.2461143001641945
48.00000000000001,0.4701665644422932,0.6853156370725576,-0.2460599703568553
48.5,0.4511853265629795,0.6847311164683048,-0.2461523646027344
49.0,0.4321267804006668,0.6836413373586131,-0.2463969503238832
49.5,0.4129941915391277,0.6820340642414747,-0.2467991949423533
50.0,0.393790838248968,0.6798970616148818,-0.2473645658801961
