vw,up,us,lt,aero_force,v_app,yaw_rate,yaw_rate_paper,gk,gk_paper,kite_vel,aoa,elevation,azimuth,cs,turn_radius,usva_4,yaw_rate_4,va4,aoa4,usva_5,yaw_rate_5,va5,aoa5,usva_6,yaw_rate_6,va6,aoa6,usva_7,yaw_rate_7,va7,aoa7,usva_8,yaw_rate_8,va8,aoa8,usva_9,yaw_rate_9,va9,aoa9
8.0,0.35,0.1,269.0,5395.0234375,25.57234764099121,19.703436279296874,17.951777509033906,-11.752459190683156,-2.359050907449491,23.88822364807129,0.574497640132904,27.194629669189453,14.687403678894043,0.03183859101454137,51.1032813471347,0.10433589725795331,5.130069829616317,6.935698509216309,1.7924890518188477,0.1435489919325753,6.671304346614861,7.162094593048096,1.8415166139602661,0.1829687854071511,5.980672875875266,7.3079986572265625,1.8625987768173218,0.22120054046900245,6.905302308901716,7.364904403686523,1.8328436613082886,0.25949573244827495,7.525836105663256,7.406670570373535,1.8122798204421997,0.29940729924377424,7.040496446285016,7.478569030761719,1.8173518180847168,0.3411287124212298,6.1637251604642085,7.574897766113281,1.8207404613494873,0.3847637557272009,5.396847546842582,7.68976354598999,1.818894624710083
