vw,up,us,lt,aero_force,v_app,yaw_rate,yaw_rate_paper,gk,gk_paper,kite_vel,aoa,elevation,azimuth,cs,turn_radius,usva_4,yaw_rate_4,va4,aoa4,usva_5,yaw_rate_5,va5,aoa5,usva_6,yaw_rate_6,va6,aoa6,usva_7,yaw_rate_7,va7,aoa7,usva_8,yaw_rate_8,va8,aoa8,usva_9,yaw_rate_9,va9,aoa9
8.0,0.22,0.2,269.0,2062.815673828125,11.046751976013184,9.661305797321559,9.66343877138696,-2.186707845199318,0.13028810504457816,7.61653995513916,44.35313544413224,0.683560848236084,-0.6869584321975708,0.08169086957448803,0.7275059135605163,-1.6306621660097715,20.86991940191881,4.394463062286377,31.112062300581606,-1.2466616074511363,26.170494551668153,3.1167876720428467,29.496990087840913,-1.3965533413835114,11.474495162507013,3.4914941787719727,33.49867209574311,-1.6584219208049404,-0.21769662579138735,4.146205902099609,36.94274866622363,-1.7844687607937701,-2.1556009075598808,4.461350440979004,37.64415912181148,-1.788639062872564,-0.24682081150199628,4.471785068511963,38.17072357165272,-1.7436016011800033,1.6244138310293461,4.359189510345459,38.45771668921216,-1.7133304471892516,2.2212959335235767,4.283507347106934,38.767876206545594
