alpha,Cl,Cd,Cm
-14.999999999999998,-0.793751874901799,0.14369973295358,0.0796857665059331
-14.500000000000002,-0.7741745846338803,0.14113502687356305,0.0796857665059331
-14.0,-0.7511091622656706,0.13857032079354611,0.0796857665059331
-13.5,-0.7249991709614999,0.13600561471352918,0.0796857665059331
-13.0,-0.6962881738856985,0.13344090863351224,0.0796857665059331
-12.5,-0.6654197342025966,0.13087620255349527,0.0796857665059331
-12.000000000000002,-0.6328374150765237,0.12831149647347836,0.0796857665059331
-11.5,-0.5989847796718101,0.12574679039346143,0.0796857665059331
-11.0,-0.564305391152786,0.12318208431344448,0.0796857665059331
-10.5,-0.5292428126837813,0.12061737823342752,0.0796857665059331
-10.0,-0.4942406074291263,0.11805267215341059,0.0796857665059331
-9.5,-0.45974233855315083,0.11548796607339366,0.0796857665059331
-9.0,-0.42619156922018503,0.11292325999337671,0.0796857665059331
-8.5,-0.3940318625945588,0.11035855391335976,0.0796857665059331
-8.0,-0.36370678184060246,0.10779384783334284,0.0796857665059331
-7.499999999999999,-0.33565989012264585,0.10522914175332589,0.0796857665059331
-7.0,-0.3103347506050192,0.10266443567330895,0.0796857665059331
-6.5,-0.2881749264520524,0.10009972959329201,0.0796857665059331
-6.000000000000001,-0.26962398082807576,0.09753502351327507,0.0796857665059331
-5.5,-0.255125476897419,0.09497031743325814,0.0796857665059331
-5.0,-0.2451229778244124,0.0924056113532412,0.0796857665059331
-4.5,-0.2324270077887609,0.08961431980525393,0.0716984734306115
-4.0,-0.2095523821939495,0.086369857321326,0.0634184958510261
-3.5,-0.1783587760309559,0.08272918005585743,0.0548689394098674
-3.0000000000000004,-0.14070586429075832,0.07874924416324859,0.046072909749826106
-2.5,-0.0984533219643345,0.07448700579789948,0.0370535125135928
-2.0,-0.0534608240426624,0.06999942111421019,0.0278338533438584
-1.5000000000000002,0.004490192559022174,0.06439503303471492,0.017718810977072803
-1.0,0.0798455012188159,0.0577305123777684,0.0068425353430587
