alpha,Cd,Cs,Cl,Cm
-10.0,0.0960543185292821,1.893877927263632e-21,-0.1761399982678887,0.0431407405021115
-9.5,0.08767960987171115,1.836113520681478e-21,-0.1266327311081181,0.03695589776357747
-9.0,0.07991459974312787,1.7856100883133313e-21,-0.08539375457134189,0.032003459113164594
-8.5,0.07282331886995015,1.742089576065367e-21,-0.051703031622221084,0.028146490763303875
-8.0,0.06646979797859585,1.7052739298437612e-21,-0.024840525225416545,0.025248058926426297
-7.5,0.06091806779548287,1.6748850955546891e-21,-0.004086198345589159,0.023171229814962835
-7.0,0.05623215904702913,1.6506450191043272e-21,0.01127998605260009,0.021779069641344472
-6.5,0.05247610245965247,1.6322756463988506e-21,0.021978065004490316,0.020934644618002186
-6.0,0.0497139287597708,1.6194989233444356e-21,0.028728075545420693,0.020501020957366955
-5.5,0.04800966867380202,1.6120367958472577e-21,0.032250054710730294,0.02034126487186977
-5.0,0.047427352928164,1.6096112098134926e-21,0.0332640395357581,0.0203184425739416
-4.5,0.04796518932738921,1.6204871115389689e-21,0.01914615959030865,0.023352598186936736
-4.0,0.049309780325452225,1.6476768658526593e-21,-0.016148540273314978,0.030937987219424565
-3.5,0.05105774862293415,1.6830235464604568e-21,-0.062031650096025695,0.04079899296165876
-3.0,0.05280571692041607,1.718370227068254e-21,-0.1079147599187364,0.05065999870389293
-2.5,0.05415030791847909,1.7455599813819444e-21,-0.14320945978236005,0.05824538773638078
-2.0,0.0546881443177043,1.7564358831074206e-21,-0.1573273397278095,0.0612795433493759
-1.5,0.05282635637487998,1.716783993924583e-21,-0.1264531711783452,0.05459481604853058
-1.0,0.04841551930323815,1.6168861483585793e-21,-0.05033636311275925,0.0385775378438874
-0.5,0.04321742323802555,1.485329079383173e-21,0.046264538094737934,0.019283064282285572
0.0,0.0389938583144889,1.3506995199721277e-21,0.138590986069936,0.0027667509105643
0.5,0.036699147840570615,1.1972120650216632e-21,0.226549505093624,-0.010905038342718942
1.0,0.03439810765704389,1.0118684409345506e-21,0.3218143316305554,-0.02454100735830051
1.5,0.03246839069042054,8.274360779443812e-22,0.4172784875824661,-0.03639840230328194
2.0,0.03132176269178869,6.766824062847459e-22,0.5058349948510922,-0.0447344693447648
2.5,0.03072250717693564,5.5531754774683815e-22,0.5877392958328286,-0.0505967466622603
3.0,0.03016339873174314,4.384943634955126e-22,0.6678087447510133,-0.05610644559891464
3.5,0.02967613808253986,3.281443928248529e-22,0.7457792312477971,-0.06113132206728177
4.0,0.029294577624543326,2.261991750289428e-22,0.8213866449653306,-0.06553913197991568
4.5,0.029054721421859907,1.3459024940186595e-22,0.8943668755457648,-0.06919763124937033
5.0,0.028994725207484823,5.524915523770598e-23,0.9644558126312501,-0.0719745757881997
5.5,0.029154896383302167,-9.892568169453393e-24,1.0313893458639372,-0.07373772150895773
6.0,0.02957769402008486,-5.890338152552851e-23,1.0949033648859767,-0.0743548243241984
6.5,0.030215866248603614,-9.598404147472143e-23,1.1604145381204665,-0.0740647717653586
7.0,0.031001801152313456,-1.2742811130301984e-22,1.2307329849535322,-0.07330008774659912
7.5,0.031949347010253815,-1.544432616790186e-22,1.301684771471867,-0.07221898275455982
8.0,0.03307277280489538,-1.7823716327131238e-22,1.369095963762163,-0.07097966727588066
8.5,0.034386768222140096,-2.0001748674849622e-22,1.428792627911113,-0.06974035179720148
9.0,0.035906443651321125,-2.209919027791648e-22,1.47660083000541,-0.0686592468051622
9.5,0.03764733018520293,-2.4236808203191287e-22,1.508346636131747,-0.06789456278640271
10.0,0.03962537961998115,-2.6535369517533534e-22,1.5198561123768164,-0.0676045102275629
10.5,0.04477521754805096,-2.933625055952802e-22,1.5126318511737011,-0.06840407287515514
11.0,0.05586739019446617,-3.235311354473802e-22,1.4935365371715668,-0.07055835241590853
11.5,0.07069077685098482,-3.4765154355490734e-22,1.4664363747812312,-0.073700736246788
12.0,0.087034256809365,-3.5751568874113373e-22,1.435197568413511,-0.0774646117647585
12.5,0.1076852230491378,-3.2170629331558913e-22,1.3852293556236515,-0.08431764327460943
13.0,0.13454869942634812,-2.3480903136105498e-22,1.3120580550443797,-0.0951088471321668
13.5,0.164090011547525,-1.2762028936068072e-22,1.2347254927027373,-0.10704363881095033
14.0,0.19277448501919725,-3.09364537976158e-23,1.1722734946257645,-0.1173274337844799
14.5,0.2214033720277485,5.74991695674654e-23,1.1207537918754786,-0.12605549804351557
15.0,0.25129123397307707,1.5062349390053946e-22,1.0706742186078277,-0.13455914873698196
15.5,0.2796733602819844,2.3366046110843334e-22,1.03276075549075,-0.1418978780756458
16.0,0.3037850403812718,2.918340130979741e-22,1.0177393831921824,-0.1471311782702737
16.5,0.32306974606333794,3.3186648309807113e-22,1.0178875975263486,-0.1504893307730128
17.0,0.3398098529045004,3.6687647791085274e-22,1.018213669061514,-0.15308954885927617
17.5,0.3554990060074381,3.916823498029745e-22,1.0185397405966792,-0.15532172247472922
18.0,0.37163085047483024,4.0110245104109162e-22,1.0186879549308454,-0.1575757415650375
18.5,0.3886571679919427,4.000274530733964e-22,1.0186749771005499,-0.16001901167877372
19.0,0.4057639981851139,3.971921998642761e-22,1.0186464258738996,-0.16243347157693092
19.5,0.42254637306863085,3.9318130245467873e-22,1.0186178746472492,-0.1646308110238051
20.0,0.4385993246567811,3.8857937188555255e-22,1.0186048968169534,-0.1664227197836923
20.5,0.4536852773330583,3.818173233398124e-22,1.018899070622947,-0.16777909979090752
